"","X","rowid","state_fips_code","county_fips_code","fips_code","state_abbreviation","county_name","release_year","county_ranked_yes_1_no_0","premature_death","poor_or_fair_health","poor_physical_health_days","poor_mental_health_days","adult_smoking","adult_obesity","food_environment_index","physical_inactivity","access_to_exercise_opportunities","excessive_drinking","alcohol_impaired_driving_deaths","sexually_transmitted_infections","teen_births","uninsured","primary_care_physicians","ratio_of_population_to_primary_care_physicians","dentists","ratio_of_population_to_dentists","mental_health_providers","ratio_of_population_to_mental_health_providers","preventable_hospital_stays","diabetes_monitoring","mammography_screening","some_college","unemployment","children_in_poverty","income_inequality","children_in_single_parent_households","social_associations","violent_crime","injury_deaths","air_pollution_particulate_matter","drinking_water_violations","severe_housing_problems","driving_alone_to_work","long_commute_driving_alone","premature_age_adjusted_mortality","child_mortality","infant_mortality","diabetes_prevalence","hiv_prevalence","food_insecurity","limited_access_to_healthy_foods","drug_poisoning_deaths","motor_vehicle_crash_deaths","uninsured_adults","uninsured_children","health_care_costs","other_primary_care_providers","ratio_of_population_to_primary_care_providers_other_than_physicians","could_not_see_doctor_due_to_cost","median_household_income","children_eligible_for_free_lunch","homicides","population","percent_65_and_older","percent_non_hispanic_african_american","percent_american_indian_and_alaskan_native","percent_asian","percent_native_hawaiian_other_pacific_islander","percent_hispanic","percent_non_hispanic_white","percent_not_proficient_in_english","percent_females","percent_rural","communicable_disease","coronary_heart_disease_hospitalizations","cerebrovascular_disease_hospitalizations","self_inflicted_injury_hospitalizations","cancer_incidence","smoking_during_pregnancy","drug_arrests","alcohol_related_hospitalizations","motor_vehicle_crash_occupancy_rate","on_road_motor_vehicle_crash_related_er_visits","off_road_motor_vehicle_crash_related_er_visits","no_recent_dental_visit","did_not_get_needed_health_care","childhood_immunizations","local_health_department_staffing","reading_proficiency","w_2_enrollment","poverty","older_adults_living_alone","hate_crimes","child_abuse","injury_hospitalizations","fall_fatalities_65","year_structure_built","male_population_0_17","male_population_18_44","male_population_45_64","male_population_65","total_male_population","female_population_0_17","female_population_18_44","female_population_45_64","female_population_65","total_female_population","population_growth","frequent_physical_distress","frequent_mental_distress","drug_overdose_deaths","drug_overdose_deaths_modeled","insufficient_sleep","residential_segregation_black_white","residential_segregation_non_white_white","disconnected_youth","children_eligible_for_free_or_reduced_price_lunch","firearm_fatalities","premature_death_white","premature_death_black","premature_death_hispanic","teen_births_white","teen_births_black","teen_births_hispanic","diabetes_monitoring_white","diabetes_monitoring_black","mammography_screening_white","mammography_screening_black","children_in_poverty_white","children_in_poverty_black","children_in_poverty_hispanic","driving_alone_to_work_white","driving_alone_to_work_black","driving_alone_to_work_hispanic","premature_age_adjusted_mortality_white","premature_age_adjusted_mortality_black","premature_age_adjusted_mortality_hispanic","child_mortality_white","child_mortality_black","child_mortality_hispanic","infant_mortality_white","infant_mortality_black","infant_mortality_hispanic","median_household_income_white","median_household_income_black","median_household_income_hispanic"
"11",200,201,6,19,6019,"CA","fresno_county",2015,1,6784.17,0.234,4.2,3.7,0.139,0.285,6.5,0.183,0.7717265839,0.175,0.3,635.6,53.556457292,0.2233475632,0.0006403663,1561.6062603,0.0005569094,1795.6240602,0.002361631,423.43617021,53.09,0.8199406528,0.5993608947,0.5111937467,0.128790685,0.42,5.0275273406,0.392131786,5.2220973842,543.05330767,53.327807819,9.59,0.0344001732,0.2880072895,0.7695403211,0.219,338.8,56.841213934,6.7,0.09,200.7,0.189,0.0545208378,10.478608093,14.676270088,0.2965035934,0.0784495568,8564.25,0.0005464412,1830.0229885,0.197,43741,NA,7.6,955272,0.1085607031,0.0476230854,0.0301893073,0.1051920291,0.002597166,0.5156562738,0.3144423787,0.1277189425,0.50022402,0.1080520178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",201,202,6,21,6021,"CA","glenn_county",2015,1,6947.15,0.283,NA,3.1,0.15,0.259,6.9,0.166,0.6673778536,0.17,0.0689655172,314.4,46.391049256,0.228769134,0.000142898,6998,0.0007158196,1397,0.0011095204,901.29032258,51.44,0.8194444444,0.5387323944,0.4722346954,0.1219836002,0.285,5.2317155756,0.3191681736,10.360102887,254.22531896,61.983029474,7.98,0.019054878,0.1992619926,0.7364221859,0.274,346.7,60.609927268,NA,0.084,54.8,0.17,0.0533826335,18.387235173,16.854965575,0.2879068047,0.1066300412,7722.97,0.0003221188,3104.4444444,0.187,42129,NA,NA,27940,0.1456335004,0.0076592699,0.0303507516,0.0288475304,0.0016821761,0.3952755906,0.538797423,0.1013952416,0.4945597709,0.4087191523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",202,203,6,23,6023,"CA","humboldt_county",2015,1,8140.31,0.12,4.1,3.9,0.186,0.257,6.5,0.148,0.8649264984,0.22,0.3307086614,297.4,25.927568367,0.2092690299,0.0007194405,1389.9690722,0.0007807098,1280.8857143,0.0033756404,296.24008811,38.62,0.8614347026,0.663507109,0.6618389544,0.0879583661,0.256,4.7222985348,0.3949706428,9.5678165353,333.79215416,102.741973,8.19,0.0012153998,0.2529548627,0.7248844016,0.149,394.7,54.089845098,5.8,0.083,128.9,0.18,0.0650285007,35.091247943,17.866580508,0.2446369732,0.0991999426,7286.18,0.0007509685,1331.6138614,0.188,40882,NA,3.7,134493,0.148007703,0.0114727161,0.0615050597,0.0253842207,0.0032715457,0.1047563814,0.7621586254,0.018002501,0.4995724685,0.2975865937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",203,204,6,25,6025,"CA","imperial_county",2015,1,5337.91,0.29,4.6,3.8,0.124,0.221,5.3,0.231,0.705038733,0.158,0.2042253521,327.2,59.466165113,0.2256506429,0.0002204037,4537.1282051,0.0003341186,2992.9491525,0.0009343995,1070.2060606,61.46,0.8494924746,0.459237098,0.5116610213,0.2448877868,0.309,5.6238951921,0.349511866,4.747157357,303.97915127,41.798221676,9.43,0.0918431366,0.2856697496,0.7865877363,0.197,289.3,41.813834968,4.4,0.08,146.1,0.227,0.0804700349,9.9701816165,12.651238858,0.2934405374,0.0962493157,8540.94,0.0003284556,3044.5517241,0.192,40106,NA,3.2,176584,0.1151803108,0.0256761655,0.0259819689,0.0235751823,0.0019310923,0.818222489,0.1276616228,0.2017269956,0.4878924478,0.1741783553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",204,205,6,27,6027,"CA","inyo_county",2015,1,5835.7,NA,3.4,NA,NA,0.228,6.9,0.152,0.825083576,NA,0.3636363636,356.9,39.980009995,0.2019421459,0.0009191673,1087.9411765,0.0007581091,1319.0714286,0.0030324362,329.76785714,33.45,0.8421052632,0.6234817814,0.5060180542,0.0814120243,0.231,4.723239046,0.389874739,10.813733441,393.14498115,85.515419837,11.3,0.0265656439,0.2041719343,0.7237089202,0.132,324.3,NA,NA,0.1,80.3,0.143,0.1077763596,9.2895794143,15.482632357,0.2367907884,0.1114369501,7696.87,0.000920561,1086.2941176,0.155,45784,NA,NA,18467,0.2047977473,0.0070937348,0.1268749662,0.0147831267,0.0014620675,0.2078843342,0.6446634537,0.0305975729,0.4976444469,0.4643049714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",205,206,6,29,6029,"CA","kern_county",2015,1,7312.58,0.237,4.7,4.2,0.16,0.28,6.9,0.219,0.7968845838,0.157,0.3322632424,693.2,60.91739045,0.2103911897,0.0004964037,2014.4894118,0.0004640538,2154.9226933,0.0013516579,739.83219178,67.06,0.8145111386,0.5270767613,0.4484392994,0.1175709611,0.305,4.973493854,0.3792791082,4.6720348347,561.13979412,61.082521462,9.21,0.131795176,0.2702589641,0.7612703261,0.246,380.7,55.442180883,6.5,0.09,269,0.171,0.0540417625,16.269707137,15.612694521,0.2734409918,0.091097472,9931.44,0.0003876758,2579.4746269,0.184,46688,NA,8.2,864124,0.0964618504,0.0526255491,0.0265772042,0.0495681175,0.0026558688,0.5088089209,0.3692722341,0.112803659,0.4870203813,0.1020603098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",206,207,6,31,6031,"CA","kings_county",2015,1,6324.27,0.269,5.4,4.3,0.125,0.237,6.5,0.185,0.5153155273,0.147,0.2254901961,368.6,60.559216771,0.1979710217,0.0003765757,2655.5087719,0.0005763116,1735.1724138,0.0013844727,722.29665072,62.59,0.7392169874,0.5267538644,0.4709703613,0.1352224832,0.28,4.4164447403,0.337087267,4.0300203483,397.88056239,46.693668548,8.85,0.4645290102,0.2373818003,0.760930044,0.239,333,52.037443306,6.1,0.085,176.7,0.184,0.056404678,7.7318518351,16.406612431,0.2572284416,0.0894818021,8726.22,0.000463699,2156.5714286,0.169,45794,NA,4.8,150960,0.0878709592,0.0631756757,0.0299483307,0.0432101219,0.0033055114,0.5269674086,0.3412294648,0.1119259195,0.4432233704,0.1085160346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",207,208,6,33,6033,"CA","lake_county",2015,1,10269.47,0.204,4.9,4.5,0.245,0.265,6,0.216,0.868785278,0.207,0.3827160494,265.7,44.093707977,0.2062504859,0.0005626495,1777.3055556,0.0004071406,2456.1538462,0.0030065769,332.60416667,54.44,0.814516129,0.5447598253,0.5516187705,0.1188696172,0.337,4.9447629969,0.4168181818,6.8768266571,512.28404843,128.03938143,7.21,0.0133714304,0.2640810758,0.7395259096,0.335,491.2,57.273768614,4.7,0.105,144.3,0.199,0.077333896,39.550721578,23.997067025,0.2450860111,0.0972661871,8490.76,0.0006263702,1596.5,0.181,36973,NA,7.2,63860,0.1983870968,0.0179924836,0.0409959286,0.0134826182,0.0025994363,0.1843094269,0.7273880363,0.0295139747,0.4997807704,0.3310600789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",208,209,6,35,6035,"CA","lassen_county",2015,1,6820.78,0.182,4.2,4.1,0.181,0.241,4.3,0.165,0.5080670583,0.205,0.2051282051,172.3,34.009360374,0.1344468652,0.0004753699,2103.625,0.0010882069,918.94285714,0.0026427883,378.38823529,62.93,0.7678571429,0.5169811321,0.4262503173,0.1080561122,0.199,4.2734392891,0.3484381026,6.2392299008,353.33326967,84.327746139,11.12,0.0071635804,0.2169390788,0.7525204287,0.154,344.5,40.871377774,NA,0.08,126.2,0.174,0.297211497,30.819300279,14.38234013,0.1626021707,0.0661849236,7965.79,0.0005596493,1786.8333333,0.171,50487,NA,4.4,32163,0.1194851227,0.0818953456,0.0413518639,0.0140534154,0.0063737835,0.1821347511,0.6646146193,0.0236615385,0.3664459161,0.705258633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",209,210,6,37,6037,"CA","los_angeles_county",2015,1,5066.17,0.224,3.8,3.7,0.123,0.213,7.4,0.17,0.971946524,0.154,0.279986053,517.8,34.593393242,0.2451235453,0.0007200795,1388.7355729,0.0007770737,1286.8792395,0.0024536122,407.56237285,54.44,0.8037024158,0.5396277933,0.5893442379,0.0987068189,0.274,5.2926142812,0.3556799117,5.5145200807,473.90484672,36.873134605,8.1,0.0090516385,0.3461653182,0.7239694452,0.443,265.7,41.685664993,4.8,0.08,513,0.163,0.0141943731,7.2663627247,7.6961956912,0.3017086057,0.095070055,11701.88,0.0003844438,2601.1602181,0.182,54443,NA,7.2,10017068,0.1185048359,0.0823449536,0.0149046607,0.1456246479,0.0037398169,0.4826697792,0.2715780705,0.1517604975,0.5066205001,0.0060521836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",210,211,6,39,6039,"CA","madera_county",2015,1,6702.86,0.311,4.3,4.6,0.138,0.276,6.8,0.196,0.7804792364,0.15,0.3076923077,432.9,58.87289558,0.2464992605,0.0004598668,2174.5428571,0.0004331021,2308.9242424,0.0011811876,846.60555556,48.96,0.8533419857,0.6035049288,0.4230169116,0.1136818752,0.322,4.3096109399,0.3319705834,5.3213154817,521.35320314,60.509473846,9.91,0.074595843,0.270996907,0.7646155691,0.338,331.1,55.921569998,4.9,0.089,150.7,0.162,0.0753312156,10.351867649,20.703735299,0.3204849459,0.1038488984,7860.33,0.0004987237,2005.1184211,0.192,41223,NA,5.2,152389,0.1251008931,0.0309405535,0.0459481984,0.0252511664,0.0025461155,0.5572711941,0.3644029425,0.1436744936,0.5128257289,0.3292480032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",211,212,6,41,6041,"CA","marin_county",2015,1,3500.61,0.097,3.4,3,0.097,0.158,8.5,0.107,0.9714233645,0.22,0.3170731707,189.8,12.450506946,0.123086402,0.0014293023,699.6420765,0.0010605152,942.9379562,0.0061424729,162.80088217,30.19,0.8408037094,0.6500685244,0.737029966,0.0504390601,0.103,5.53801641,0.2377503114,8.1228106487,202.69713963,52.02851828,7.5,0.005140991,0.2362151123,0.6615952964,0.398,185.3,25.360186421,3,0.066,426.8,0.115,0.0197660092,13.058872706,3.9917951502,0.1476586305,0.0559340863,8030.87,0.0004102723,2437.4056604,0.132,94347,NA,1.7,258365,0.1891393958,0.0254910688,0.0107522304,0.0597217115,0.0025274321,0.1573355524,0.7264064405,0.0433166725,0.5114276315,0.0651997354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",212,213,6,43,6043,"CA","mariposa_county",2015,1,7094.09,0.165,3.2,3.4,0.204,0.241,7.2,0.179,0.550271218,0.18,0.2413793103,145.2,23.591087811,0.1872895007,0.0002792516,3581,0.0005068995,1972.7777778,0.00208392,479.86486486,38.65,0.8642384106,0.583011583,0.6457642448,0.0924805532,0.255,4.980430236,0.4403225806,9.4945545937,295.94930733,95.634872652,10.06,0.2425513699,0.1821170283,0.6320248517,0.405,311.9,NA,NA,0.103,68,0.153,0.0592027693,22.735112421,21.167173634,0.2145283019,0.0999384994,7495.69,0.0004505773,2219.375,0.211,45251,NA,NA,17755,0.2371726274,0.0095184455,0.0330047874,0.0142495072,0.001745987,0.0996339059,0.8183610251,0.0131032094,0.4915798367,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",213,214,6,45,6045,"CA","mendocino_county",2015,1,7323,0.16,4.2,4,0.182,0.242,6.8,0.179,0.7523479924,0.241,0.27,402.6,38.613861386,0.2191184044,0.0009493526,1053.3493976,0.0007684191,1301.3731343,0.004151757,240.86187845,35.97,0.8389830508,0.5842880524,0.5384949768,0.0774995977,0.289,4.9219335139,0.3675496689,8.2353479435,501.35808058,88.58204798,7.27,0.0655745705,0.2799120235,0.7211063641,0.195,355.1,50.375881578,7.8,0.08,140.3,0.162,0.07483601,18.777717544,17.14487254,0.2641148869,0.0997756171,6550.88,0.0007454812,1341.4153846,0.178,42001,NA,6.3,87192,0.1815189467,0.0065028902,0.0625745481,0.0205064685,0.0024084778,0.2353770988,0.6702220387,0.0506429014,0.5012157079,0.4523058708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",214,215,6,47,6047,"CA","merced_county",2015,1,6580.91,0.23,4.6,4.2,0.117,0.311,6.3,0.2,0.6799091453,0.142,0.3470319635,390,48.860544642,0.2078982032,0.0004536703,2204.2436975,0.0004064917,2460.0747664,0.0010561186,946.86330935,51.58,0.8204903678,0.6347177849,0.4307982438,0.1467731913,0.341,4.5675161256,0.3658834031,4.2698385467,603.68052043,59.726616054,9.05,0.0965112363,0.2843547516,0.7829305969,0.281,340.8,45.320784236,6,0.083,82.1,0.194,0.0550461053,10.311520617,15.608148693,0.2810310425,0.0728481547,8232.72,0.0003912958,2555.6116505,0.202,41003,NA,7.6,263228,0.102135791,0.0320900512,0.0247504065,0.0811311867,0.003779993,0.5676371815,0.3015598645,0.1431756945,0.4943623019,0.1427326002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",215,216,6,49,6049,"CA","modoc_county",2015,1,9307.35,NA,NA,NA,NA,0.241,5.8,0.21,0.567107165,NA,0.2307692308,64.3,37.542662116,0.2222067622,0.0003216468,3109,0.0007652782,1306.7142857,0.0018585329,538.05882353,46.47,0.8171428571,0.4836601307,0.6592178771,0.116751269,0.334,4.7568405691,0.3107843137,5.3607805296,439.998625,119.42925388,9.98,0,0.2129277567,0.6457142857,0.188,414.4,NA,NA,0.092,NA,0.175,0.1499259642,26.918302951,25.422841676,0.2619863014,0.1187683284,7276.44,0.0003279764,3049,NA,37055,NA,NA,9147,0.2235705696,0.0100579425,0.0513829671,0.0114791735,0.0032797639,0.1472613972,0.7757734776,0.0373508752,0.4962282716,0.6995663845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",216,217,6,51,6051,"CA","mono_county",2015,1,3448.89,NA,NA,3.1,NA,0.216,7.2,0.134,0.8893817772,0.259,0.0769230769,188.2,25.790047221,0.2275468105,0.000557569,1793.5,0.000355265,2814.8,0.0017052721,586.41666667,20.61,0.8169014085,0.6781609195,0.5714626581,0.0863686198,0.187,3.2662904564,0.2557123656,6.9696124895,353.38153581,35.346180492,11.02,0.0728956734,0.2576177285,0.5387859425,0.212,148.5,NA,NA,0.068,58.5,0.143,0.0815181303,NA,NA,0.2650850954,0.1091674765,7374.5,0.000639477,1563.7777778,NA,55107,NA,NA,14074,0.1119795367,0.0055421344,0.0280659372,0.0166974563,0.0029842262,0.2764672446,0.6632798067,0.0700298954,0.4654682393,0.4583157302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",217,218,6,53,6053,"CA","monterey_county",2015,1,4991.47,0.24,3.9,4.6,0.125,0.22,7.6,0.162,0.8754917999,0.154,0.2762430939,402.1,51.047977353,0.2353489324,0.0006232982,1604.3684211,0.0006226302,1606.0898876,0.0023202884,430.98090452,36.42,0.8411878631,0.6348214286,0.4572944879,0.1013183252,0.244,4.4657449363,0.3198856617,5.0848013647,464.30727084,50.0480288,7.22,0.0065618064,0.3039971249,0.7118290304,0.279,245.2,50.456226991,4.7,0.067,181.2,0.149,0.0311799671,9.6733627833,9.5693481298,0.304483712,0.0878019886,7482.3,0.0003288047,3041.3191489,0.214,55411,NA,8.6,428826,0.1159654499,0.0268337274,0.0269853041,0.0692355408,0.0059301442,0.568144189,0.3162261617,0.1874912905,0.4864513812,0.0981600118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",218,219,6,55,6055,"CA","napa_county",2015,1,4739.49,0.167,3.4,4,0.085,0.241,8.3,0.132,0.9361243809,0.237,0.3571428571,246.7,25.125313283,0.1838018305,0.0009852925,1014.9270073,0.0007696364,1299.3148148,0.003955076,252.83963964,45.52,0.8010638298,0.6350762527,0.5771314349,0.0625127681,0.137,4.3095785441,0.2805834684,7.1919162861,383.62955107,50.073939589,7.55,0.4048771468,0.2543311845,0.7607589864,0.315,248.6,38.159746238,5.5,0.074,165.1,0.12,0.0264400026,10.453921963,9.0811847356,0.2222787324,0.0864722622,9103.56,0.000406197,2461.8596491,0.094,68619,NA,1.4,140326,0.1645881733,0.0190983852,0.0125992332,0.0774767328,0.0036700255,0.3335589983,0.5450878668,0.0875206089,0.5020523638,0.1340083819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",219,220,6,57,6057,"CA","nevada_county",2015,1,5871.83,0.092,3,3,0.141,0.178,7.6,0.143,0.7750799887,0.171,0.3770491803,179.1,17.062707861,0.1670369015,0.0007426851,1346.4657534,0.000814664,1227.5,0.0045417515,220.1793722,35.93,0.8511576626,0.7031509121,0.7118403727,0.0774904041,0.178,4.4777360623,0.2798277648,9.7668172384,275.64005835,73.711720164,9.58,0.0015347074,0.2449470645,0.7600805461,0.266,256.3,46.714003524,4.7,0.068,76.8,0.138,0.0534288229,16.283756081,14.102895892,0.1945020218,0.0818176969,7459.31,0.0005397149,1852.8301887,0.148,55246,NA,2.3,98200,0.2249185336,0.0043686354,0.0118533605,0.0137270876,0.0014358452,0.0902342159,0.8588594705,0.0167177605,0.5066191446,0.4213478595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
